File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
ebdeb656-f7c9-4e01-b0fc-a3b753dbb8af	TCGA-G9-6338-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-G9-6338	TCGA-G9-6338-01A	Primary Tumor
e7176533-fb9a-4142-9157-6345ac775af8	TCGA-KK-A7AU-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KK-A7AU	TCGA-KK-A7AU-01A	Primary Tumor
336afada-307e-4b8b-aba0-e7f4e0679073	TCGA-FC-A4JI-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-FC-A4JI	TCGA-FC-A4JI-01A	Primary Tumor
0c411631-682a-4776-81de-e896fd21005c	TCGA-J4-A67T-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-J4-A67T	TCGA-J4-A67T-01A	Primary Tumor
8334e849-09bf-425c-9f91-7acfc1b6f1f5	TCGA-V1-A9ZR-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-V1-A9ZR	TCGA-V1-A9ZR-01A	Primary Tumor
d1076879-b7ba-452d-93e2-0c28ba9f56f8	TCGA-M7-A722-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-M7-A722	TCGA-M7-A722-01A	Primary Tumor
06a74b61-d878-4f01-8936-fa848a180742	TCGA-CH-5744-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-CH-5744	TCGA-CH-5744-01A	Primary Tumor
611fd8c8-66b0-4daf-932a-91b64d6e5bd5	TCGA-J4-A67O-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-J4-A67O	TCGA-J4-A67O-01A	Primary Tumor
59a9e9dd-ebfc-4856-9eed-0b04c0ded837	TCGA-KK-A5A1-01A-21-A305-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KK-A5A1	TCGA-KK-A5A1-01A	Primary Tumor
a08a3051-50f8-4c99-bd5e-42ea49625d50	TCGA-KK-A59Y-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KK-A59Y	TCGA-KK-A59Y-01A	Primary Tumor
15d1160a-217f-4c58-95b0-4a6212ac1755	TCGA-EJ-5519-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-5519	TCGA-EJ-5519-01A	Primary Tumor
d1ebef80-bf5c-4bba-8ccc-ccdecb1cc062	TCGA-V1-A8MF-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-V1-A8MF	TCGA-V1-A8MF-01A	Primary Tumor
c85ffdc8-5a5d-44eb-8c4b-b54aa822db1c	TCGA-J4-A83I-01A-21-A43N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-J4-A83I	TCGA-J4-A83I-01A	Primary Tumor
f625afd3-cce6-4262-aa95-67285e1ad603	TCGA-HC-7210-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-HC-7210	TCGA-HC-7210-01A	Primary Tumor
e20141f1-e979-4708-8806-d8f8fa867fe6	TCGA-XA-A8JR-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-XA-A8JR	TCGA-XA-A8JR-01A	Primary Tumor
5e60e76d-63fa-4ce8-92f6-ade9582b6da0	TCGA-HC-7748-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-HC-7748	TCGA-HC-7748-01A	Primary Tumor
b7523a35-9081-4fe0-b0f4-fc7e29a250e9	TCGA-EJ-5505-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-5505	TCGA-EJ-5505-01A	Primary Tumor
96a2cac3-8883-4d30-a98b-6d33f782a636	TCGA-YL-A9WI-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-YL-A9WI	TCGA-YL-A9WI-01A	Primary Tumor
5533bf29-596b-4aa5-b1d1-038425d8143f	TCGA-EJ-7789-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-7789	TCGA-EJ-7789-01A	Primary Tumor
d0a5a592-361d-4a07-9066-69a3d13c9945	TCGA-VP-A87K-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-VP-A87K	TCGA-VP-A87K-01A	Primary Tumor
bac40a9c-acc5-4323-9504-ea4cbf44ab9e	TCGA-EJ-5516-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-5516	TCGA-EJ-5516-01A	Primary Tumor
8d338a0d-7991-479b-991c-87232a062329	TCGA-HI-7168-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-HI-7168	TCGA-HI-7168-01A	Primary Tumor
90a7afc5-66b8-4a3e-b023-9b519cba021c	TCGA-G9-6364-01A-11-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-G9-6364	TCGA-G9-6364-01A	Primary Tumor
d192e5cb-6bb6-4511-8a45-96dfa224493e	TCGA-EJ-7315-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-7315	TCGA-EJ-7315-01A	Primary Tumor
d1b7d79d-595e-4cc6-bf2b-393791ef9767	TCGA-KK-A8I8-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KK-A8I8	TCGA-KK-A8I8-01A	Primary Tumor
69744815-860c-4764-9f59-45a19c105018	TCGA-J9-A52E-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-J9-A52E	TCGA-J9-A52E-01A	Primary Tumor
e84fe503-6042-4a55-8c84-53145d86aad0	TCGA-CH-5737-01A-22-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-CH-5737	TCGA-CH-5737-01A	Primary Tumor
685bdfc3-f4d8-48d5-a267-53a5c43327fd	TCGA-YL-A8HK-01A-21-A43N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-YL-A8HK	TCGA-YL-A8HK-01A	Primary Tumor
ea7f3b3c-eab1-4b87-b779-793085a3e99b	TCGA-HC-7081-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-HC-7081	TCGA-HC-7081-01A	Primary Tumor
34a95c5a-6c54-4fd3-bb5e-5c9f9c46d9fa	TCGA-ZG-A9LY-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-ZG-A9LY	TCGA-ZG-A9LY-01A	Primary Tumor
52eedbe6-a65b-4bdd-b992-9b4e25b099c9	TCGA-4L-AA1F-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-4L-AA1F	TCGA-4L-AA1F-01A	Primary Tumor
03005641-b762-440e-82c8-f1a5f46b3e8e	TCGA-KK-A6E2-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KK-A6E2	TCGA-KK-A6E2-01A	Primary Tumor
e5c523d4-eed0-471c-a29e-d13dc1e9eb5c	TCGA-J9-A8CP-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-J9-A8CP	TCGA-J9-A8CP-01A	Primary Tumor
d40ad628-b43d-4640-a793-bb6f86c2641f	TCGA-VP-A87J-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-VP-A87J	TCGA-VP-A87J-01A	Primary Tumor
b5de8c03-38a4-4c36-9c73-0c878f2897e2	TCGA-EJ-5502-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-5502	TCGA-EJ-5502-01A	Primary Tumor
0316f694-34f2-4344-92c7-099785f403ae	TCGA-YL-A8HJ-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-YL-A8HJ	TCGA-YL-A8HJ-01A	Primary Tumor
5660cd8f-ce9c-418d-b9c6-74608374bea1	TCGA-EJ-7318-01B-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-7318	TCGA-EJ-7318-01B	Primary Tumor
c6ea93fb-2acf-4d07-9a25-a4c1d65274e6	TCGA-KK-A8I6-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KK-A8I6	TCGA-KK-A8I6-01A	Primary Tumor
77ab86af-209c-4d82-92ab-07ef37f868f0	TCGA-J4-A67M-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-J4-A67M	TCGA-J4-A67M-01A	Primary Tumor
e676bead-cd8c-414d-98ab-070e4a2d35a5	TCGA-FC-7708-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-FC-7708	TCGA-FC-7708-01A	Primary Tumor
a3594f61-cb43-4364-a484-0bcb11bfe478	TCGA-VP-A878-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-VP-A878	TCGA-VP-A878-01A	Primary Tumor
5aef07a0-4574-4f52-ac0e-b81aa716a37b	TCGA-YL-A8SC-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-YL-A8SC	TCGA-YL-A8SC-01A	Primary Tumor
5cc14a5a-27f1-4a52-a2e3-94c07f783797	TCGA-KC-A7FA-01A-11-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KC-A7FA	TCGA-KC-A7FA-01A	Primary Tumor
99cf8d75-1dbe-4732-ac97-a1ab6f3f111e	TCGA-KK-A8IF-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KK-A8IF	TCGA-KK-A8IF-01A	Primary Tumor
c26eb533-c70b-4655-b602-36f82e050ef3	TCGA-G9-A9S7-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-G9-A9S7	TCGA-G9-A9S7-01A	Primary Tumor
f9ce3aaf-1ec0-44c4-900c-371101e40c1f	TCGA-HC-7079-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-HC-7079	TCGA-HC-7079-01A	Primary Tumor
e48045cb-31b4-400e-9e3b-b8f0847fa914	TCGA-EJ-7792-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-7792	TCGA-EJ-7792-01A	Primary Tumor
57ae0eed-3428-41f3-8e95-cef385a1afd2	TCGA-CH-5743-01A-11-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-CH-5743	TCGA-CH-5743-01A	Primary Tumor
49472dd3-7a99-46ba-94b2-395c46f1c2b2	TCGA-EJ-5518-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-5518	TCGA-EJ-5518-01A	Primary Tumor
67a76388-09c9-4edc-84ed-dd67c12d990d	TCGA-EJ-7312-01B-11-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-7312	TCGA-EJ-7312-01B	Primary Tumor
14621030-2a4a-4d54-b002-b91b55f8c0f4	TCGA-HC-7213-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-HC-7213	TCGA-HC-7213-01A	Primary Tumor
dd8b3ab2-189d-45b0-b939-ca29d7c47b8c	TCGA-EJ-8470-01A-11-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-8470	TCGA-EJ-8470-01A	Primary Tumor
dc26d6e5-1fe5-42de-a811-52a58a776201	TCGA-KC-A7F5-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KC-A7F5	TCGA-KC-A7F5-01A	Primary Tumor
41c11ea1-13d2-4d25-873b-353610dd8b7c	TCGA-YL-A8S8-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-YL-A8S8	TCGA-YL-A8S8-01A	Primary Tumor
f0477a65-d8e3-4307-b4d7-5d90c2a405ab	TCGA-EJ-5510-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-5510	TCGA-EJ-5510-01A	Primary Tumor
26d3e856-ccf3-4cbd-93e7-800ab1b913af	TCGA-EJ-5517-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-5517	TCGA-EJ-5517-01A	Primary Tumor
4dd2158c-a58d-41db-9c45-9857b88131ba	TCGA-TK-A8OK-01A-11-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-TK-A8OK	TCGA-TK-A8OK-01A	Primary Tumor
35d32d72-b491-411d-b3b5-2a05f6c615be	TCGA-EJ-5524-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-5524	TCGA-EJ-5524-01A	Primary Tumor
bfa03ff0-d3d3-4fbe-876c-e4cc51e0962e	TCGA-M7-A720-01A-21-A43N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-M7-A720	TCGA-M7-A720-01A	Primary Tumor
9a28a03b-7ca6-4e01-bb22-d5b66264f311	TCGA-M7-A71Z-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-M7-A71Z	TCGA-M7-A71Z-01A	Primary Tumor
08f5b466-fe8d-4629-9c5b-645941946eb3	TCGA-V1-A9OH-01A-21-A43N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-V1-A9OH	TCGA-V1-A9OH-01A	Primary Tumor
2c4bdd9f-fd69-439f-9623-6b6a6c71867c	TCGA-DA-A1I5-06A-21-A20M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-DA-A1I5	TCGA-DA-A1I5-06A	Metastatic
cf0aaa65-5948-49c3-8092-1cdf4c5816d7	TCGA-ER-A19P-06A-21-A20N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-ER-A19P	TCGA-ER-A19P-06A	Metastatic
b86cc46d-5fc2-4ccd-8589-7ff2f7de8e97	TCGA-ER-A2NE-06A-11-A20N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-ER-A2NE	TCGA-ER-A2NE-06A	Metastatic
5f7837e7-9f5a-41c1-82c7-a43fb9503678	TCGA-EB-A24C-01A-21-A20M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-EB-A24C	TCGA-EB-A24C-01A	Primary Tumor
fb748cff-0111-4d7d-80db-c6803ecd46c4	TCGA-DA-A1I0-06A-21-A241-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-DA-A1I0	TCGA-DA-A1I0-06A	Metastatic
dba3c378-2bc0-42ae-8ad8-c95409fa334f	TCGA-BF-AAP8-01A-21-A443-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-BF-AAP8	TCGA-BF-AAP8-01A	Primary Tumor
d430eae8-d3d5-4bd5-81ae-9ef77d30047b	TCGA-FR-A44A-06A-21-A443-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-FR-A44A	TCGA-FR-A44A-06A	Metastatic
47ccafa2-f38a-4802-8f93-d64a3aa372de	TCGA-ER-A42K-06A-21-A444-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-ER-A42K	TCGA-ER-A42K-06A	Metastatic
c0f8efd8-5152-41be-ab2f-6f21e2e044be	TCGA-FS-A1YW-06A-21-A20N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-FS-A1YW	TCGA-FS-A1YW-06A	Metastatic
8d206e23-51a9-4057-b442-f7c6f4017e69	TCGA-ER-A193-06A-21-A20N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-ER-A193	TCGA-ER-A193-06A	Metastatic
f0173647-6d53-4cf3-bc29-8b89f9cf6eb2	TCGA-RP-A694-06A-21-A444-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-RP-A694	TCGA-RP-A694-06A	Metastatic
cb62f62b-b0f4-4555-ae14-b8b3defc9132	TCGA-DA-A1HY-06A-21-A20M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-DA-A1HY	TCGA-DA-A1HY-06A	Metastatic
025dc4b8-bd5d-43ee-b170-d1ada72fee74	TCGA-EB-A3XF-01A-41-A241-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-EB-A3XF	TCGA-EB-A3XF-01A	Primary Tumor
3e6ac5fd-ea4b-4bec-b03e-5998c0e11701	TCGA-D3-A1Q8-06A-21-A20M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-D3-A1Q8	TCGA-D3-A1Q8-06A	Metastatic
312c0dc9-213c-4148-9f99-13411b052011	TCGA-GN-A4U8-06A-22-A444-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-GN-A4U8	TCGA-GN-A4U8-06A	Metastatic
aa2c1d9f-2cf8-4b59-8f5c-95bc34ccec36	TCGA-EE-A2MN-06A-21-A20N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-EE-A2MN	TCGA-EE-A2MN-06A	Metastatic
9d1ded01-9498-4169-987f-064c82ff1187	TCGA-DA-A1I8-06A-21-A20M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-DA-A1I8	TCGA-DA-A1I8-06A	Metastatic
42a5d708-12ed-4307-b422-98a46291f89a	TCGA-GN-A267-06A-11-A20N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-GN-A267	TCGA-GN-A267-06A	Metastatic
3fcfc244-d40d-46d6-be28-6fd4243b1c28	TCGA-EE-A29T-06A-21-A20M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-EE-A29T	TCGA-EE-A29T-06A	Metastatic
26784096-6cdf-487b-b53e-f43710550fe7	TCGA-EE-A2GK-06A-21-A20M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-EE-A2GK	TCGA-EE-A2GK-06A	Metastatic
aada2b44-359b-448d-9398-112cfdbfba52	TCGA-WE-A8K6-06A-21-A443-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-WE-A8K6	TCGA-WE-A8K6-06A	Metastatic
ce264db8-7fc1-48bf-a36e-c83d51d7ab8d	TCGA-D9-A6E9-06A-21-A444-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-D9-A6E9	TCGA-D9-A6E9-06A	Metastatic
78ab0670-d605-4403-bacf-d0154a9b7054	TCGA-ER-A42H-01A-21-A443-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-ER-A42H	TCGA-ER-A42H-01A	Primary Tumor
18d6fb9c-cf33-4f32-9d46-d95a952d5c5e	TCGA-FS-A1ZU-06A-21-A20N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZU	TCGA-FS-A1ZU-06A	Metastatic
d522aa3a-b2cd-40be-8134-3cbbfdb24182	TCGA-ER-A198-06A-21-A20N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-ER-A198	TCGA-ER-A198-06A	Metastatic
a130115d-b7c9-4843-8ce0-34636359b071	TCGA-EE-A180-06A-21-A241-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-EE-A180	TCGA-EE-A180-06A	Metastatic
d4004239-91fa-4245-829f-ac87920be192	TCGA-EB-A5VV-06A-21-A443-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-EB-A5VV	TCGA-EB-A5VV-06A	Metastatic
9f9d2be4-cf74-4391-b170-51ba031b4dc0	TCGA-XV-AB01-06A-21-A444-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-XV-AB01	TCGA-XV-AB01-06A	Metastatic
e1a62151-4cea-4914-a643-39d317fea624	TCGA-D3-A51T-06A-21-A443-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-D3-A51T	TCGA-D3-A51T-06A	Metastatic
8ef13f73-a87a-491e-847f-733bce1da7c0	TCGA-D3-A2JE-06A-21-A443-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-D3-A2JE	TCGA-D3-A2JE-06A	Metastatic
906d9ea9-d80a-4d2c-96b4-8263828ee032	TCGA-BF-AAP0-06A-21-A443-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-BF-AAP0	TCGA-BF-AAP0-06A	Metastatic
b3c8b114-28b5-4ee3-a6a2-ab34e3cc3261	TCGA-GN-A8LK-06A-21-A443-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-GN-A8LK	TCGA-GN-A8LK-06A	Metastatic
c81ca061-4f06-4f04-8d36-22fa1d49bea9	TCGA-GF-A6C8-06A-21-A444-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-GF-A6C8	TCGA-GF-A6C8-06A	Metastatic
ccc84018-a1bd-4fb6-8b7d-55216533fd32	TCGA-EB-A6R0-01A-21-A444-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-EB-A6R0	TCGA-EB-A6R0-01A	Primary Tumor
cfb7b8d4-8225-485b-b16c-869fec045fbf	TCGA-EB-A5FP-01A-21-A443-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-EB-A5FP	TCGA-EB-A5FP-01A	Primary Tumor
bdc51fc6-24b4-4c0b-9ffb-5ad789dbba1c	TCGA-ER-A3ET-06A-21-A241-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-ER-A3ET	TCGA-ER-A3ET-06A	Metastatic
43869a8a-5b5f-477e-95a6-42d531407696	TCGA-D3-A2JD-06A-21-A20M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-D3-A2JD	TCGA-D3-A2JD-06A	Metastatic
23bdfca3-1560-4dc7-bc5c-05aba62a3de2	TCGA-GN-A9SD-06A-21-A444-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-GN-A9SD	TCGA-GN-A9SD-06A	Metastatic
df9c3efd-8513-4258-8832-5b2f75652245	TCGA-ER-A194-01A-31-A20N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-ER-A194	TCGA-ER-A194-01A	Primary Tumor
90c70dca-7b79-4bb3-95da-7fbebd63ad7c	TCGA-W3-AA1O-06A-21-A444-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-W3-AA1O	TCGA-W3-AA1O-06A	Metastatic
993683d7-2af5-4958-951e-d63a3caa9189	TCGA-FS-A1ZZ-06A-21-A20N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZZ	TCGA-FS-A1ZZ-06A	Metastatic
6cb9ec70-43aa-466f-9fd5-88b95212a854	TCGA-EB-A5SF-01A-21-A444-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-EB-A5SF	TCGA-EB-A5SF-01A	Primary Tumor
029d9781-d7a2-423a-92b6-7c239a2cb2d7	TCGA-DA-A95Y-06A-21-A444-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-DA-A95Y	TCGA-DA-A95Y-06A	Metastatic
2152f9f0-aeb1-4bf1-b376-35020ba886ca	TCGA-D3-A8GP-06A-21-A443-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-D3-A8GP	TCGA-D3-A8GP-06A	Metastatic
87089ead-0251-4824-9477-4f141fdf6ca6	TCGA-RP-A6K9-06A-51-A444-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-RP-A6K9	TCGA-RP-A6K9-06A	Metastatic
d1ceb4a9-68ca-4979-a21a-e75400788a4d	TCGA-EE-A3AD-06A-21-A20N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-EE-A3AD	TCGA-EE-A3AD-06A	Metastatic
c8d0509a-ed8a-46b9-98b8-8f8004af7f3c	TCGA-FS-A1ZH-06A-21-A20N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZH	TCGA-FS-A1ZH-06A	Metastatic
b2f8b4d5-fcef-4bc1-8fe4-9ba1f317b060	TCGA-D9-A148-06A-21-A20M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-D9-A148	TCGA-D9-A148-06A	Metastatic
28b23d64-6157-4f45-88c2-a9159e28e5fa	TCGA-EB-A5SH-06A-21-A444-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-SKCM	TCGA-EB-A5SH	TCGA-EB-A5SH-06A	Metastatic
